vendor_category,department_name,reporting_month,total_shipments,total_gross_sales,avg_delay_days,late_delivery_rate,rolling_3_month_sales_avg,risk_rank_within_department
Cardio Equipment,Footwear,4/4/201,34,9609.06,0.03,47.06,9375.74,128
Cardio Equipment,Footwear,7/12/20,33,8699.13,0.03,45.45,9585.71,128
Cardio Equipment,Footwear,3/16/20,41,13098.69,0.02,41.46,12752.07,129
Cardio Equipment,Footwear,10/22/2,15,3619.65,0.0,60.0,6712.67,130
Cardio Equipment,Footwear,12/21/2,20,4789.53,0.0,50.0,5962.74,130
Cardio Equipment,Footwear,5/14/20,34,10498.95,0.0,38.24,10532.28,130
Cardio Equipment,Footwear,7/6/201,27,8659.14,0.0,33.33,11722.17,130
Cardio Equipment,Footwear,8/15/20,22,5059.5,0.0,45.45,9852.35,130
Electronics,Footwear,6/15/20,12,1428.62,0.0,50.0,1076.38,130
Electronics,Footwear,7/6/201,12,1488.63,0.0,58.33,1070.73,130
Electronics,Footwear,9/9/201,11,1231.66,0.0,36.36,1219.35,130
Cardio Equipment,Footwear,12/20/2,19,6599.34,-0.05,42.11,7432.59,131
Cardio Equipment,Footwear,8/3/201,37,9749.04,-0.05,43.24,11368.87,131
Cardio Equipment,Footwear,10/10/2,18,5079.51,-0.06,44.44,10005.69,132
Cardio Equipment,Footwear,7/29/20,37,10518.96,-0.08,40.54,10372.3,133
Electronics,Footwear,2/23/20,11,1453.64,-0.09,45.45,1508.6,134
Electronics,Footwear,6/26/20,11,1434.63,-0.09,36.36,820.46,134
Electronics,Footwear,9/27/20,13,1749.57,-0.15,46.15,1454.32,137
Cardio Equipment,Footwear,4/19/20,34,10358.97,-0.18,29.41,11328.87,138
Cardio Equipment,Footwear,6/22/20,41,12888.72,-0.2,34.15,12832.06,139
Cardio Equipment,Footwear,5/16/20,40,11598.84,-0.25,35.0,11228.88,141
Shop By Sport,Golf,10/5/20,21,2509.41,1.57,76.19,2666.03,12
Shop By Sport,Golf,4/23/20,32,4358.95,1.5,84.38,3989.03,13
Shop By Sport,Golf,4/27/20,34,4188.96,1.47,85.29,4009.05,14
Shop By Sport,Golf,2/13/20,27,3469.17,1.41,85.19,3382.5,15
Shop By Sport,Golf,2/15/20,36,3949.05,1.39,80.56,3249.22,17
Shop By Sport,Golf,8/6/201,18,1809.57,1.39,83.33,3712.43,17
Shop By Sport,Golf,7/5/201,33,3959.01,1.3,75.76,2902.62,20
Women's Apparel,Golf,3/8/201,53,8350.0,1.25,73.58,8966.67,22
Shop By Sport,Golf,7/29/20,22,2519.37,1.23,77.27,3655.76,23
Shop By Sport,Golf,8/1/201,28,3359.2,1.21,67.86,3842.39,25
Shop By Sport,Golf,12/30/2,19,2199.48,1.16,73.68,2692.67,28
Shop By Sport,Golf,10/20/2,21,2329.5,1.14,71.43,2402.76,29
Shop By Sport,Golf,5/8/201,26,3079.23,1.12,73.08,3992.36,30
Women's Apparel,Golf,7/13/20,65,9700.0,1.11,70.77,9733.33,31
Shop By Sport,Golf,7/30/20,29,3249.21,1.1,75.86,3712.43,32
Women's Apparel,Golf,12/17/2,36,5700.0,1.08,69.44,6150.0,33
Shop By Sport,Golf,9/18/20,32,4248.96,1.06,78.13,3855.72,34
Shop By Sport,Golf,11/18/2,20,2039.49,1.05,75.0,2646.02,35
Shop By Sport,Golf,10/14/2,24,2559.36,1.04,79.17,2549.38,36
Shop By Sport,Golf,3/19/20,23,2619.42,1.04,60.87,4238.98,36
Shop By Sport,Golf,4/20/20,28,2959.29,1.04,71.43,3659.1,36
Shop By Sport,Golf,5/12/20,26,3399.15,1.04,65.38,3812.42,36
Women's Apparel,Golf,4/11/20,59,7900.0,1.03,72.88,8766.67,37
Women's Apparel,Golf,2/13/20,69,10800.0,1.01,68.12,9800.0,38
Shop By Sport,Golf,1/11/20,27,3079.26,1.0,66.67,3155.89,39
Shop By Sport,Golf,10/7/20,19,2099.49,1.0,78.95,2642.69,39
Shop By Sport,Golf,12/27/2,20,1859.55,1.0,60.0,2539.37,39
Shop By Sport,Golf,4/17/20,31,4229.07,1.0,67.74,4059.05,39
Shop By Sport,Golf,4/8/201,31,3349.2,1.0,74.19,3749.09,39
Shop By Sport,Golf,6/28/20,30,3719.07,1.0,63.33,3479.17,39
Shop By Sport,Golf,8/4/201,32,3889.08,1.0,68.75,3295.89,39
Women's Apparel,Golf,4/5/201,50,7000.0,1.0,66.0,7583.33,39
Women's Apparel,Golf,6/13/20,67,10300.0,1.0,68.66,8900.0,39
Women's Apparel,Golf,8/10/20,65,10350.0,1.0,64.62,9733.33,39
Women's Apparel,Golf,2/27/20,54,7900.0,0.98,66.67,9333.33,40
Shop By Sport,Golf,11/10/2,30,3029.25,0.97,73.33,2975.94,41
Shop By Sport,Golf,5/7/201,34,3899.07,0.97,73.53,3885.72,41
Shop By Sport,Golf,7/13/20,31,3339.18,0.97,70.97,3739.1,41
Women's Apparel,Golf,8/15/20,66,8600.0,0.97,74.24,9600.0,41
Shop By Sport,Golf,10/24/2,25,2519.37,0.96,68.0,2736.0,42
Shop By Sport,Golf,3/17/20,45,5578.65,0.96,55.56,3925.71,42
Shop By Sport,Golf,6/5/201,25,2799.3,0.96,72.0,3995.69,42
Women's Apparel,Golf,1/31/20,67,9350.0,0.96,68.66,8450.0,42
Women's Apparel,Golf,2/15/20,56,8550.0,0.96,69.64,9050.0,42
Shop By Sport,Golf,7/9/201,37,4218.96,0.95,67.57,4105.65,43
Women's Apparel,Golf,10/17/2,41,5900.0,0.95,70.73,6900.0,43
Women's Apparel,Golf,10/24/2,42,5950.0,0.95,71.43,5616.67,43
Women's Apparel,Golf,12/7/20,38,4900.0,0.95,68.42,4700.0,43
Women's Apparel,Golf,2/9/201,64,9550.0,0.95,65.63,10166.67,43
Shop By Sport,Golf,3/13/20,32,3839.04,0.94,78.13,3679.08,44
Women's Apparel,Golf,8/8/201,54,7250.0,0.94,66.67,8900.0,44
Shop By Sport,Golf,6/27/20,28,2999.29,0.93,64.29,3485.88,45
Shop By Sport,Golf,9/20/20,40,5478.63,0.93,67.5,4658.84,45
Women's Apparel,Golf,12/30/2,46,7100.0,0.93,67.39,6350.0,45
Shop By Sport,Golf,4/30/20,37,4518.91,0.92,67.57,4352.28,46
Shop By Sport,Golf,9/5/201,36,4918.81,0.92,69.44,4175.65,46
Women's Apparel,Golf,3/14/20,52,8750.0,0.92,67.31,8366.67,46
Shop By Sport,Golf,1/6/201,33,4168.98,0.91,63.64,4442.23,47
Shop By Sport,Golf,3/8/201,23,2639.34,0.91,69.57,3845.71,47
Shop By Sport,Golf,5/22/20,35,4438.96,0.91,71.43,3849.06,47
Shop By Sport,Golf,7/1/201,34,4488.9,0.91,61.76,3515.82,47
Women's Apparel,Golf,12/25/2,46,7050.0,0.91,67.39,6816.67,47
Shop By Sport,Golf,3/7/201,41,4918.77,0.9,60.98,4215.64,48
Women's Apparel,Golf,2/18/20,71,12550.0,0.9,60.56,9900.0,48
Women's Apparel,Golf,4/14/20,62,9300.0,0.9,64.52,9933.33,48
Women's Apparel,Golf,6/28/20,58,9400.0,0.9,72.41,9183.33,48
Women's Apparel,Golf,9/18/20,67,10050.0,0.9,71.64,9916.67,48
Shop By Sport,Golf,1/29/20,27,3359.16,0.89,62.96,3705.74,49
Shop By Sport,Golf,11/13/2,27,2759.34,0.89,55.56,2882.64,49
Shop By Sport,Golf,3/14/20,26,2979.33,0.88,61.54,3419.17,50
Shop By Sport,Golf,8/21/20,41,4998.79,0.88,63.41,4372.26,50
Women's Apparel,Golf,2/3/201,56,8650.0,0.88,71.43,7116.67,50
Women's Apparel,Golf,3/6/201,72,10400.0,0.88,62.5,9483.33,50
Women's Apparel,Golf,5/18/20,60,9500.0,0.88,65.0,8883.33,50
Shop By Sport,Golf,5/18/20,31,3469.17,0.87,70.97,4115.67,51
Shop By Sport,Golf,7/22/20,30,4118.97,0.87,66.67,4292.28,51
Shop By Sport,Golf,9/10/20,31,3719.11,0.87,64.52,3552.46,51
Women's Apparel,Golf,11/21/2,38,5400.0,0.87,71.05,6633.33,51
Women's Apparel,Golf,7/30/20,54,8300.0,0.87,59.26,8583.33,51
Shop By Sport,Golf,4/18/20,36,3739.08,0.86,63.89,3835.76,52
Women's Apparel,Golf,12/26/2,44,6850.0,0.86,65.91,6883.33,52
Women's Apparel,Golf,12/3/20,44,6650.0,0.86,56.82,6383.33,52
Women's Apparel,Golf,4/23/20,65,9100.0,0.86,63.08,9316.67,52
Women's Apparel,Golf,5/24/20,76,10000.0,0.86,71.05,8750.0,52
Shop By Sport,Golf,10/13/2,26,3249.21,0.85,65.38,2389.42,53
Shop By Sport,Golf,10/22/2,27,3159.21,0.85,70.37,3012.61,53
Shop By Sport,Golf,12/14/2,26,2919.3,0.85,53.85,2905.97,53
Shop By Sport,Golf,5/25/20,33,4238.98,0.85,66.67,3709.12,53
Shop By Sport,Golf,8/18/20,34,4449.02,0.85,64.71,4199.03,53
Women's Apparel,Golf,10/5/20,40,6250.0,0.85,57.5,5316.67,53
Women's Apparel,Golf,3/19/20,68,10500.0,0.85,63.24,9750.0,53
Women's Apparel,Golf,4/25/20,68,10100.0,0.85,66.18,8850.0,53
Women's Apparel,Golf,6/12/20,52,7800.0,0.85,65.38,8466.67,53
Shop By Sport,Golf,12/5/20,19,1919.52,0.84,68.42,2402.75,54
Shop By Sport,Golf,3/6/201,38,3979.02,0.84,63.16,4345.63,54
Women's Apparel,Golf,2/1/201,68,10050.0,0.84,63.24,7716.67,54
Women's Apparel,Golf,3/10/20,76,11550.0,0.84,71.05,10483.33,54
Women's Apparel,Golf,4/26/20,64,9000.0,0.84,70.31,8816.67,54
Women's Apparel,Golf,7/6/201,57,7700.0,0.84,59.65,8433.33,54
Women's Apparel,Golf,9/24/20,70,11600.0,0.84,64.29,10850.0,54
Shop By Sport,Golf,11/19/2,18,2329.44,0.83,66.67,2482.72,55
Shop By Sport,Golf,12/25/2,23,2759.31,0.83,73.91,2612.69,55
Shop By Sport,Golf,4/15/20,35,4408.95,0.83,62.86,4335.62,55
Shop By Sport,Golf,4/26/20,30,3559.18,0.83,56.67,4135.69,55
Shop By Sport,Golf,5/5/201,29,2759.31,0.83,58.62,3175.89,55
Shop By Sport,Golf,6/21/20,30,3989.04,0.83,60.0,3409.16,55
Shop By Sport,Golf,6/26/20,29,3719.16,0.83,58.62,3739.14,55
Shop By Sport,Golf,8/29/20,23,3069.27,0.83,60.87,3152.63,55
Women's Apparel,Golf,11/4/20,41,6400.0,0.83,58.54,6633.33,55
Women's Apparel,Golf,3/20/20,52,8100.0,0.83,67.31,10133.33,55
Women's Apparel,Golf,7/21/20,76,10700.0,0.83,63.16,10683.33,55
Shop By Sport,Golf,3/4/201,45,5308.74,0.82,66.67,4175.65,56
Shop By Sport,Golf,3/9/201,34,3639.12,0.82,70.59,3732.41,56
Shop By Sport,Golf,8/2/201,34,4178.97,0.82,64.71,4355.65,56
Shop By Sport,Golf,9/3/201,39,4888.83,0.82,66.67,3939.05,56
Women's Apparel,Golf,10/21/2,55,8650.0,0.82,54.55,9466.67,56
Women's Apparel,Golf,9/26/20,65,10200.0,0.82,72.31,9883.33,56
Shop By Sport,Golf,2/28/20,37,4128.99,0.81,59.46,4162.32,57
Shop By Sport,Golf,5/30/20,52,6258.52,0.81,71.15,4605.56,57
Shop By Sport,Golf,6/29/20,42,5158.71,0.81,59.52,3959.02,57
Shop By Sport,Golf,7/6/201,36,3949.02,0.81,61.11,3392.5,57
Women's Apparel,Golf,12/24/2,43,6750.0,0.81,62.79,6950.0,57
Women's Apparel,Golf,2/10/20,68,11200.0,0.81,57.35,9566.67,57
Women's Apparel,Golf,5/12/20,54,8750.0,0.81,62.96,8033.33,57
Women's Apparel,Golf,5/26/20,53,7900.0,0.81,67.92,9500.0,57
Women's Apparel,Golf,5/28/20,73,10850.0,0.81,64.38,9283.33,57
Women's Apparel,Golf,8/26/20,67,9000.0,0.81,61.19,8766.67,57
Shop By Sport,Golf,11/27/2,25,3109.23,0.8,60.0,2379.42,58
Shop By Sport,Golf,2/29/20,15,1969.53,0.8,46.67,3559.13,58
Shop By Sport,Golf,4/12/20,25,3369.18,0.8,60.0,4205.64,58
Shop By Sport,Golf,7/10/20,30,3439.18,0.8,53.33,3689.1,58
Shop By Sport,Golf,8/19/20,35,4438.97,0.8,62.86,4465.64,58
Shop By Sport,Golf,8/22/20,40,4708.87,0.8,62.5,4548.9,58
Women's Apparel,Golf,10/8/20,45,6900.0,0.8,66.67,6000.0,58
Women's Apparel,Golf,7/20/20,61,9750.0,0.8,63.93,10233.33,58
Women's Apparel,Golf,9/17/20,75,9900.0,0.8,61.33,8800.0,58
Shop By Sport,Golf,10/29/2,19,2069.52,0.79,78.95,2649.37,59
Shop By Sport,Golf,10/9/20,28,3139.26,0.79,64.29,2292.78,59
Shop By Sport,Golf,2/11/20,28,3159.21,0.79,57.14,3855.72,59
Shop By Sport,Golf,2/23/20,28,3289.2,0.79,67.86,3349.19,59
Women's Apparel,Golf,10/14/2,47,8000.0,0.79,68.09,7250.0,59
Women's Apparel,Golf,10/20/2,57,8600.0,0.79,61.4,8533.33,59
Women's Apparel,Golf,10/26/2,33,4650.0,0.79,66.67,5733.33,59
Women's Apparel,Golf,4/16/20,63,9300.0,0.79,57.14,9333.33,59
Women's Apparel,Golf,4/2/201,68,9450.0,0.79,63.24,9400.0,59
Shop By Sport,Golf,1/1/201,23,2839.29,0.78,56.52,2839.29,60
Shop By Sport,Golf,11/11/2,27,3109.26,0.78,59.26,2965.94,60
Shop By Sport,Golf,11/4/20,27,3489.18,0.78,59.26,2652.7,60
Shop By Sport,Golf,3/22/20,37,4798.86,0.78,64.86,3789.08,60
Shop By Sport,Golf,3/24/20,27,3399.15,0.78,59.26,3925.73,60
Shop By Sport,Golf,7/24/20,32,3639.09,0.78,56.25,3965.69,60
Women's Apparel,Golf,3/15/20,60,8850.0,0.78,63.33,8500.0,60
Women's Apparel,Golf,4/24/20,54,7350.0,0.78,64.81,8366.67,60
Women's Apparel,Golf,6/4/201,79,11150.0,0.78,60.76,9683.33,60
Women's Apparel,Golf,8/20/20,55,8100.0,0.78,70.91,8750.0,60
Women's Apparel,Golf,8/7/201,64,8800.0,0.78,64.06,10450.0,60
Shop By Sport,Golf,1/13/20,26,2749.35,0.77,65.38,3395.84,61
Shop By Sport,Golf,8/7/201,31,3569.16,0.77,70.97,3605.79,61
Women's Apparel,Golf,11/23/2,43,5750.0,0.77,67.44,6050.0,61
Women's Apparel,Golf,12/23/2,43,6650.0,0.77,65.12,6083.33,61
Women's Apparel,Golf,4/12/20,73,11250.0,0.77,58.9,9716.67,61
Women's Apparel,Golf,5/17/20,56,8100.0,0.77,62.5,8933.33,61
Shop By Sport,Golf,11/2/20,17,2319.42,0.76,70.59,2229.45,62
Shop By Sport,Golf,2/14/20,21,2329.44,0.76,61.9,3105.91,62
Shop By Sport,Golf,2/2/201,29,3959.01,0.76,55.17,3742.4,62
Women's Apparel,Golf,1/11/20,59,9100.0,0.76,59.32,9350.0,62
Women's Apparel,Golf,2/5/201,45,6000.0,0.76,55.56,7683.33,62
Women's Apparel,Golf,6/20/20,51,7650.0,0.76,72.55,8700.0,62
Shop By Sport,Golf,1/19/20,40,4598.85,0.75,67.5,3915.71,63
Shop By Sport,Golf,6/2/201,28,4038.99,0.75,64.29,4062.34,63
Shop By Sport,Golf,9/16/20,24,3279.18,0.75,58.33,4515.54,63
Women's Apparel,Golf,12/12/2,32,4250.0,0.75,65.63,5166.67,63
Women's Apparel,Golf,3/13/20,59,7900.0,0.75,61.02,8050.0,63
Women's Apparel,Golf,5/30/20,75,10450.0,0.75,64.0,8516.67,63
Women's Apparel,Golf,6/7/201,73,10600.0,0.75,60.27,9416.67,63
Women's Apparel,Golf,8/29/20,67,10800.0,0.75,64.18,9916.67,63
Shop By Sport,Golf,10/4/20,23,3029.28,0.74,69.57,2696.01,64
Shop By Sport,Golf,8/20/20,34,3939.03,0.74,67.65,4185.66,64
Women's Apparel,Golf,1/29/20,81,12350.0,0.74,59.26,10583.33,64
Women's Apparel,Golf,10/9/20,39,6150.0,0.74,66.67,5983.33,64
Women's Apparel,Golf,6/14/20,61,9400.0,0.74,60.66,9166.67,64
Women's Apparel,Golf,7/29/20,66,10100.0,0.74,68.18,11066.67,64
Shop By Sport,Golf,1/21/20,37,4308.99,0.73,59.46,4275.64,65
Shop By Sport,Golf,12/16/2,22,2289.48,0.73,50.0,2456.08,65
Shop By Sport,Golf,2/22/20,22,2639.34,0.73,45.45,3342.52,65
Shop By Sport,Golf,7/20/20,33,3519.19,0.73,54.55,3612.45,65
Women's Apparel,Golf,11/13/2,41,6300.0,0.73,56.1,5833.33,65
Women's Apparel,Golf,5/11/20,55,8700.0,0.73,65.45,8633.33,65
Women's Apparel,Golf,6/17/20,63,8750.0,0.73,55.56,8850.0,65
Women's Apparel,Golf,6/8/201,63,9300.0,0.73,63.49,9716.67,65
Shop By Sport,Golf,5/11/20,29,3359.2,0.72,55.17,4298.99,66
Shop By Sport,Golf,6/4/201,39,4648.9,0.72,69.23,4248.96,66
Shop By Sport,Golf,7/17/20,25,3099.24,0.72,68.0,3322.51,66
Shop By Sport,Golf,7/8/201,36,3949.02,0.72,61.11,4015.67,66
Women's Apparel,Golf,5/19/20,68,10800.0,0.72,67.65,9466.67,66
Women's Apparel,Golf,7/4/201,57,8250.0,0.72,63.16,8883.33,66
Shop By Sport,Golf,10/25/2,17,2119.47,0.71,64.71,2389.42,67
Shop By Sport,Golf,12/10/2,17,2159.46,0.71,52.94,2536.04,67
Shop By Sport,Golf,2/18/20,24,2669.34,0.71,66.67,3415.83,67
Shop By Sport,Golf,2/3/201,34,4049.01,0.71,67.65,3382.51,67
Shop By Sport,Golf,4/5/201,35,4468.92,0.71,54.29,4089.0,67
Shop By Sport,Golf,5/9/201,31,3589.18,0.71,61.29,3522.49,67
Shop By Sport,Golf,9/22/20,28,3799.05,0.71,67.86,3732.4,67
Women's Apparel,Golf,12/14/2,24,3900.0,0.71,62.5,5133.33,67
Women's Apparel,Golf,12/22/2,48,7450.0,0.71,75.0,5666.67,67
Women's Apparel,Golf,8/6/201,63,10650.0,0.71,57.14,10116.67,67
Shop By Sport,Golf,12/23/2,23,2679.36,0.7,56.52,3129.27,68
Shop By Sport,Golf,8/28/20,27,3399.32,0.7,66.67,3409.24,68
Shop By Sport,Golf,9/21/20,20,1919.52,0.7,55.0,3739.07,68
Women's Apparel,Golf,1/25/20,54,7700.0,0.7,64.81,8233.33,68
Women's Apparel,Golf,12/28/2,47,7200.0,0.7,61.7,7183.33,68
Women's Apparel,Golf,8/1/201,64,9350.0,0.7,59.38,9383.33,68
Women's Apparel,Golf,9/29/20,73,11250.0,0.7,60.27,9800.0,68
Women's Apparel,Golf,9/8/201,66,9250.0,0.7,66.67,9533.33,68
Shop By Sport,Golf,5/27/20,32,3999.12,0.69,65.63,4292.33,69
Shop By Sport,Golf,6/17/20,26,3209.26,0.69,57.69,4155.7,69
Women's Apparel,Golf,10/10/2,26,5000.0,0.69,61.54,9050.0,69
Women's Apparel,Golf,3/4/201,62,8800.0,0.69,62.9,10350.0,69
Women's Apparel,Golf,5/29/20,68,9550.0,0.69,64.71,9833.33,69
Women's Apparel,Golf,6/6/201,59,9250.0,0.69,62.71,9600.0,69
Women's Apparel,Golf,8/22/20,64,9750.0,0.69,56.25,9783.33,69
Shop By Sport,Golf,1/18/20,34,4398.9,0.68,55.88,4049.01,70
Shop By Sport,Golf,11/17/2,22,3079.23,0.68,59.09,2859.3,70
Shop By Sport,Golf,2/10/20,37,4318.92,0.68,54.05,3362.51,70
Shop By Sport,Golf,3/29/20,37,4418.91,0.68,54.05,5022.1,70
Shop By Sport,Golf,3/5/201,34,3749.13,0.68,70.59,4152.34,70
Shop By Sport,Golf,4/6/201,31,3699.12,0.68,58.06,3815.74,70
Shop By Sport,Golf,5/16/20,37,4738.87,0.68,59.46,4458.9,70
Shop By Sport,Golf,5/24/20,31,3799.12,0.68,61.29,3775.78,70
Women's Apparel,Golf,1/14/20,77,12150.0,0.68,53.25,10900.0,70
Women's Apparel,Golf,2/29/20,19,2650.0,0.68,57.89,6866.67,70
Women's Apparel,Golf,4/6/201,59,8650.0,0.68,61.02,7666.67,70
Women's Apparel,Golf,6/5/201,63,8400.0,0.68,57.14,10083.33,70
Women's Apparel,Golf,8/3/201,72,10900.0,0.68,66.67,10200.0,70
Shop By Sport,Golf,1/28/20,33,3719.07,0.67,54.55,3952.35,71
Shop By Sport,Golf,11/21/2,21,2359.44,0.67,61.9,2519.41,71
Shop By Sport,Golf,11/22/2,21,2249.46,0.67,57.14,2496.09,71
Shop By Sport,Golf,11/3/20,15,1509.66,0.67,66.67,2406.09,71
Shop By Sport,Golf,12/8/20,30,3319.17,0.67,60.0,2172.8,71
Shop By Sport,Golf,5/23/20,27,3089.25,0.67,62.96,3655.78,71
Shop By Sport,Golf,6/23/20,42,5398.69,0.67,52.38,4555.57,71
Shop By Sport,Golf,7/3/201,43,5368.72,0.67,65.12,4192.31,71
Shop By Sport,Golf,8/31/20,24,2639.34,0.67,54.17,3735.77,71
Women's Apparel,Golf,1/19/20,64,8550.0,0.67,57.81,9300.0,71
Women's Apparel,Golf,2/17/20,64,9650.0,0.67,50.0,8566.67,71
Women's Apparel,Golf,2/19/20,67,10500.0,0.67,59.7,10900.0,71
Women's Apparel,Golf,3/24/20,66,9600.0,0.67,59.09,9550.0,71
Women's Apparel,Golf,3/9/201,60,10250.0,0.67,65.0,8916.67,71
Women's Apparel,Golf,5/13/20,78,11900.0,0.67,58.97,9783.33,71
Women's Apparel,Golf,6/11/20,61,8600.0,0.67,65.57,8700.0,71
Women's Apparel,Golf,7/3/201,52,7350.0,0.67,59.62,9583.33,71
Women's Apparel,Golf,8/12/20,83,11800.0,0.67,59.04,10966.67,71
Women's Apparel,Golf,9/25/20,54,7850.0,0.67,68.52,10233.33,71
Women's Apparel,Golf,9/3/201,55,8350.0,0.67,61.82,9733.33,71
Shop By Sport,Golf,5/29/20,29,3439.14,0.66,48.28,3749.14,72
Women's Apparel,Golf,10/29/2,32,4550.0,0.66,62.5,5733.33,72
Women's Apparel,Golf,10/4/20,41,5750.0,0.66,60.98,5333.33,72
Women's Apparel,Golf,3/29/20,67,10500.0,0.66,61.19,9850.0,72
Women's Apparel,Golf,4/27/20,58,8650.0,0.66,62.07,9250.0,72
Women's Apparel,Golf,7/8/201,61,9300.0,0.66,59.02,9650.0,72
Women's Apparel,Golf,9/5/201,47,6900.0,0.66,70.21,8516.67,72
Shop By Sport,Golf,10/15/2,20,2309.43,0.65,65.0,2706.0,73
Shop By Sport,Golf,9/24/20,43,4918.77,0.65,51.16,4225.61,73
Women's Apparel,Golf,10/13/2,49,7800.0,0.65,55.1,7016.67,73
Women's Apparel,Golf,10/7/20,31,4900.0,0.65,58.06,5783.33,73
Women's Apparel,Golf,3/7/201,55,8150.0,0.65,56.36,9266.67,73
Women's Apparel,Golf,4/3/201,62,9250.0,0.65,58.06,8783.33,73
Women's Apparel,Golf,6/23/20,66,10300.0,0.65,57.58,9650.0,73
Women's Apparel,Golf,8/17/20,55,7650.0,0.65,60.0,8333.33,73
Women's Apparel,Golf,8/18/20,74,10350.0,0.65,58.11,8916.67,73
Women's Apparel,Golf,9/27/20,52,8550.0,0.65,61.54,8866.67,73
Shop By Sport,Golf,1/14/20,33,3559.11,0.64,60.61,3555.79,74
Shop By Sport,Golf,10/19/2,22,2759.31,0.64,68.18,2586.03,74
Shop By Sport,Golf,11/26/2,14,1439.64,0.64,50.0,2392.76,74
Shop By Sport,Golf,2/26/20,33,3779.1,0.64,60.61,4099.0,74
Shop By Sport,Golf,3/3/201,28,3189.24,0.64,57.14,4428.91,74
Shop By Sport,Golf,5/14/20,36,3879.03,0.64,66.67,4225.62,74
Women's Apparel,Golf,10/23/2,33,4550.0,0.64,60.61,6516.67,74
Women's Apparel,Golf,3/17/20,58,9200.0,0.64,56.9,9016.67,74
Women's Apparel,Golf,3/26/20,61,9850.0,0.64,59.02,9383.33,74
Women's Apparel,Golf,4/29/20,67,10150.0,0.64,61.19,8583.33,74
Women's Apparel,Golf,5/21/20,59,8600.0,0.64,66.1,9483.33,74
Women's Apparel,Golf,8/11/20,77,10750.0,0.64,54.55,10150.0,74
Women's Apparel,Golf,9/10/20,61,9150.0,0.64,62.3,9083.33,74
Women's Apparel,Golf,9/30/20,61,9450.0,0.64,57.38,9683.33,74
Shop By Sport,Golf,1/17/20,24,2749.38,0.63,66.67,3889.05,75
Shop By Sport,Golf,1/22/20,40,4838.88,0.63,60.0,4328.97,75
Shop By Sport,Golf,11/5/20,27,2919.3,0.63,55.56,3122.58,75
Shop By Sport,Golf,12/22/2,24,3109.29,0.63,66.67,3369.22,75
Shop By Sport,Golf,5/1/201,35,4858.86,0.63,54.29,3855.74,75
Shop By Sport,Golf,5/10/20,38,4678.9,0.63,52.63,4298.97,75
Shop By Sport,Golf,5/28/20,30,3809.17,0.63,53.33,4149.06,75
Shop By Sport,Golf,9/27/20,24,2679.33,0.63,70.83,3572.47,75
Shop By Sport,Golf,9/8/201,24,2679.33,0.63,62.5,3579.11,75
Women's Apparel,Golf,1/12/20,80,12200.0,0.63,55.0,9750.0,75
Women's Apparel,Golf,1/4/201,59,8100.0,0.63,62.71,8450.0,75
Women's Apparel,Golf,10/25/2,46,6600.0,0.63,67.39,5700.0,75
Women's Apparel,Golf,11/27/2,30,4900.0,0.63,63.33,5900.0,75
Women's Apparel,Golf,2/26/20,63,10200.0,0.63,52.38,10333.33,75
Women's Apparel,Golf,6/1/201,56,8500.0,0.63,64.29,8200.0,75
Women's Apparel,Golf,6/21/20,48,6900.0,0.63,54.17,7800.0,75
Women's Apparel,Golf,7/28/20,79,11300.0,0.63,58.23,11483.33,75
Women's Apparel,Golf,9/22/20,64,9700.0,0.63,59.38,10816.67,75
Shop By Sport,Golf,12/4/20,29,3619.11,0.62,62.07,2496.07,76
Shop By Sport,Golf,5/20/20,34,3669.09,0.62,58.82,3542.47,76
Shop By Sport,Golf,6/14/20,39,4358.95,0.62,58.97,3522.5,76
Shop By Sport,Golf,9/9/201,39,4558.86,0.62,58.97,3705.74,76
Women's Apparel,Golf,4/10/20,68,10000.0,0.62,66.18,9550.0,76
Women's Apparel,Golf,4/28/20,50,6950.0,0.62,56.0,8200.0,76
Women's Apparel,Golf,6/2/201,60,8850.0,0.62,65.0,8783.33,76
Women's Apparel,Golf,6/9/201,58,9250.0,0.62,65.52,9716.67,76
Shop By Sport,Golf,1/26/20,36,4098.99,0.61,58.33,4315.6,77
Shop By Sport,Golf,12/12/2,31,3639.15,0.61,58.06,2732.67,77
Shop By Sport,Golf,12/26/2,23,2999.25,0.61,65.22,2719.32,77
Shop By Sport,Golf,2/17/20,31,4068.99,0.61,48.39,3842.4,77
Shop By Sport,Golf,2/5/201,31,3919.02,0.61,48.39,4015.68,77
Shop By Sport,Golf,3/11/20,28,3759.06,0.61,46.43,4458.91,77
Shop By Sport,Golf,4/13/20,28,3439.14,0.61,57.14,3689.09,77
Shop By Sport,Golf,5/19/20,38,4079.01,0.61,60.53,3895.72,77
Shop By Sport,Golf,7/31/20,23,2479.38,0.61,52.17,3699.1,77
Shop By Sport,Golf,8/27/20,28,2989.29,0.61,67.86,2969.29,77
Shop By Sport,Golf,9/6/201,33,4178.97,0.61,54.55,4408.93,77
Women's Apparel,Golf,1/7/201,61,8900.0,0.61,50.82,8616.67,77
Women's Apparel,Golf,11/2/20,56,8400.0,0.61,57.14,7350.0,77
Women's Apparel,Golf,5/5/201,67,10100.0,0.61,56.72,9033.33,77
Women's Apparel,Golf,6/18/20,61,7900.0,0.61,63.93,8366.67,77
